name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Torremolinos,2025-03-17,14.9,13.3,14,14.9,13.3,14,11.7,86.6,3,100,4.17,rain,0,0,57.6,39.7,107.6,1014.1,90.4,9.8,85.8,7.3,6,10,2025-03-17T07:25:47,2025-03-17T19:27:24,0.6,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"LEMG,C2939,08482099999"
Torremolinos,2025-03-18,19.5,12.8,15.5,19.5,12.8,15.5,12.8,84.9,34.2,100,8.33,rain,0,0,80.4,52.7,119.5,1012.7,68.3,9.7,163.7,14.3,10,10,2025-03-18T07:24:19,2025-03-18T19:28:17,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"LEMG,C2939,08482099999"
Torremolinos,2025-03-19,18,9.9,14.3,18,8.3,14.2,12,87.1,0,0,0,,0,0,35.6,22.3,134.5,1015.5,64.8,12.1,206.4,17.7,9,10,2025-03-19T07:22:51,2025-03-19T19:29:10,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEMG,C2939,08482099999"
Torremolinos,2025-03-20,19,13.7,16.5,19,13.7,16.5,12.6,78,0,0,0,rain,0,0,42.5,26.7,149.1,1013,55.1,8.8,183.2,15.7,8,10,2025-03-20T07:21:23,2025-03-20T19:30:03,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEMG,C2939,08482099999"
Torremolinos,2025-03-21,17.9,12.7,15.6,17.9,12.7,15.6,10.5,72.3,5,100,8.33,rain,0,0,52.2,31.7,194.3,1015.2,59.8,11.8,185.4,16.1,10,10,2025-03-21T07:19:55,2025-03-21T19:30:55,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LEMG,C2939,08482099999"
Torremolinos,2025-03-22,18.6,10,14,18.6,8.4,14,6.4,61.8,0.2,100,4.17,rain,0,0,56.5,24,293.2,1014.7,57.6,12.4,184,15.9,8,10,2025-03-22T07:18:26,2025-03-22T19:31:48,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"LEMG,C2939,08482099999"
Torremolinos,2025-03-23,13,8,10.4,13,6.3,9.5,6,74.8,10.1,100,45.83,rain,0,0,40,20.5,284.1,1012.1,50.1,10,105.1,9.2,6,10,2025-03-23T07:16:58,2025-03-23T19:32:40,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LEMG,C2939"
Torremolinos,2025-03-24,18,6,12,18,3.6,11.3,5,64.8,0,0,0,,0,0,27.4,18.4,290.6,1017.2,17.8,10,274.1,23.8,10,10,2025-03-24T07:15:30,2025-03-24T19:33:33,0.84,Clear,Clear conditions throughout the day.,clear-day,"LEMG,C2939"
Torremolinos,2025-03-25,17.3,11,14.7,17.3,11,14.7,7.3,61.4,0.4,100,8.33,rain,0,0,19.8,24.1,294.9,1020,29.9,16.9,255.4,22.1,8,10,2025-03-25T07:14:01,2025-03-25T19:34:25,0.87,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"LEMG,C2939"
Torremolinos,2025-03-26,17.8,14.7,16.3,17.8,14.7,16.3,9.7,65.2,0,3.2,0,,0,0,35.3,22.3,241.1,1020.7,0.4,24.1,264.9,22.8,9,10,2025-03-26T07:12:33,2025-03-26T19:35:17,0.9,Clear,Clear conditions throughout the day.,clear-day,
Torremolinos,2025-03-27,19.8,16.7,18,19.8,16.7,18,9.1,56,0,3.2,0,,0,0,24.5,14.8,293.6,1017.5,13.1,24.1,260.7,22.6,9,10,2025-03-27T07:11:05,2025-03-27T19:36:09,0.93,Clear,Clear conditions throughout the day.,clear-day,
Torremolinos,2025-03-28,21.1,17.1,18.9,21.1,17.1,18.9,8.5,51.2,0,3.2,0,,0,0,18.7,14,306.1,1017.9,0.3,24.1,269.1,23.3,9,10,2025-03-28T07:09:37,2025-03-28T19:37:01,0.97,Clear,Clear conditions throughout the day.,clear-day,
Torremolinos,2025-03-29,22.2,17.3,19.5,22.2,17.3,19.5,10.3,55.8,0,0,0,,0,0,28.8,19.1,312.6,1016.8,0,24.1,275.5,23.8,9,10,2025-03-29T07:08:09,2025-03-29T19:37:53,0,Clear,Clear conditions throughout the day.,clear-day,
Torremolinos,2025-03-30,17,15.1,15.6,17,15.1,15.6,11,73.8,0.1,0,4.17,rain,0,,42.5,34.6,81,1019.7,4,24.1,272.5,22.5,8,10,2025-03-30T08:06:41,2025-03-30T20:38:45,0.03,Clear,Clear conditions throughout the day.,clear-day,
